Name_audio;Transcription;label
15dec_N11_2_p2;Выхожу из дома. Спускаюсь вниз. Сажусь на маршрутку, еду до метро. Сажусь в метро. Еду, проезжаю там несколько станций, выхожу из метро. Иду до места куда мне нужно. Дохожу. У меня окна выходят на улицу, точнее проспект. Есть двор большой. Во дворе ничего особенного, просто обычные дома, высокие, высотки. Достопримечательностей там есть, есть торговый центр , есть рядом небольшой парк, в этом парке есть памятник, там памятная доска, академику Челомею. Это все из достопримечательностей. ;нейтраль
15dec_N11_2_p3;Ну то, что могу. Первое. Берем курицу , покупаем в магазине. Можно грудку, как угодно. Моем её. Варим. Затем достаем, режем на кусочки, как там надо, удобно. Потом ставим ее опять. В это время, пока она готовится, режем картофель. Жарим лук, морковь, все это закладываем тоже туда, потом за несколько минут до готовики, добавляем соль, петрушку режем и кладем то, что пожарили, лук, морковь и все. Получается суп, ну вермишель еще. ;нейтраль
15dec_N11_2_p4;Шахматы. Ну… Правила игры там. Есть белые фигуры, есть черные. Ну стандартные ходы есть, Е2, Е4. Есть куча разных комбинаций, которые в книжечках записаны, которые можно выполнить. Я лично всегда пользуюсь там, вилкой какой-нибудь стандартной. Ну пешка там, ходит вперед на одну. Ладья или тура ходит прямо. Конь буквой «Г». Офицер или слон наискосок. Ну там остальные фигуры… Могу всех рассказать .;нейтраль
15dec_N21_1;Шевченко Любовь, 88 года рождения. Сама из Краснодара. До этого училась в школе, потом закончила первое высшее экономическое. Второе высшее Юридическое. И вот поступила на третье высшее-это актерское. закончил в этом году. До этого занималась модельным бизнесом, ездила за границу, участвовала в работах, показах. Вот, на данный момент работаю, как актриса.;нейтраль
15dec_N21_2;Дуденков Александр Евгеньевич, родился я девятнадцатого октября, тысяча девятьсот девяносто третьего года, в городе Нижний Новгород, затем проживал в село Починки Нижегородская область, Починковский район. Окончил школу десять классов, учился в МТУ имени Стенгеева город Нижний Новгород два года, затем окончил ВГИК Мастерская Александра Михайлова.;нейтраль
16dec_D11_1;Ну как он мог. Во первых! Хорошо. Остановись. Остановись. Во первых это самолет не тот, на котором мы должны были полететь. Это другой самолет! И процент того что это будет тот-же Что наш самолет упадет очень, крайне мал! Если ;гнев
16dec_D11_2;Вов, я посмотрела сегодня новости. В новостях упал тот самолет, на которым мы собрались с тобой лететь в Новую зеландию. Я никуда не полечу! Там погибли все люди, которые там были. Ты понимаешь? Это наша жизнь! Тебе 20 лет, мне 20. И я не хочу никуда умирать. Я хочу еще жить. Вов, я никуда не полечу. К тому же там лежали останки людей, ты понимаешь? Оторвана нога чья-то, валялась, я это увидела все, Вова. А если мы сами разобьемся? Вов. Но он летел туда! Вова, сейчас много таких катастроф! Я никуда с тобой не полечу! Я не хочу!;страх
16dec_D12_1;Да ну что за глупости? Ну почему не полетишь? Ну ты понимаешь, если один самолёт упал в этом же направлении, то очень крайний процент, то что он упадёт снова в этом же направлении... Очень маленький. Ну. Ну. Да перестань это глупо, понимаешь, это глупо - бояться? Ну это понимаешь на машине скорее. Скорее ты на машине разобьёшься, либо на поезде, либо утонешь на корабле, но на самолёте... Пожалуйста не надо. И что. Та это кругом везде, ты можешь выйти сейчас на улицу и то же самое ты увидишь. И что?;гнев
16dec_D12_2;Вов, я сегодня посмотрела новости. В новостях передали, что упал самолет. Самолет из Москвы в Новую Зеландию. Я! Мы с тобой собираемся в эту поездку. Ты знаешь, я не полечу, потому что мне страшно! Крайний процент! Но сейчас в мире, в мире сейчас очень много катастроф. Вов пойми, пожалуйста, я очень хочу с тобой туда полететь! Я хочу отдохнуть, но давай мы выберем другой маршрут? Я. . Это не глупо, потому что очень много таких катастроф. Я посмотрела, там. Там лежали останки людей, оторванная рука, оторванная нога. Ты понимаешь? Они все были в крови. Это как? ты понимаешь? Миллион! Я не знаю сколько человек было на борту, но это был боинг. значит там было больше ста человек. И они все погибли;страх
16dec_D13_1; Да ,какой самолет? Послушай меня, успокойся . Это каждый раз . Я, тебя очень прощу , перестань паниковать , успокойся . Это из-за дня в день , куда бы мы не собрались . Перестань немедленно . Я, мы с тобой больше никуда не полетим . Ты слышишь меня? Мы больше никуда не полетим , никуда не поедем . ;гнев
16dec_D13_2;Вов, я никуда не полечу, завтра. Я очень прошу, что бы мы все отменили эту поездку. Потому что сегодня упал это самолет, опять, в очередной раз. Они постоянно падают! Я не хочу никуда лететь! Вова мы никуда не полетим! Потому что там погибли все люди, которые были на этом борту! Вова я никуда не поеду ! Это очень страшно, это очень опасно! Мы можем никуда… не вернуться сюда никогда в жизни! Я не могу перестать паниковать! Мы никуда с тобой не полетим! Я всех отговорю, что бы мы никуда не летели! Я вам тоже не позволю никуда лететь! Потому что мы упадем! Разобьемся!;страх
16dec_D14_1; Я тебя очень прошу,немедленно перестань. Не нужно паниковать,я тебя очень прошу. Мы сейчас сядем,возьмём успокоимся и.. Да это всё ерунда,пойми. Ну это.. Пойми,да крайне мала вероятность того,что самолёт заново упадёт,снова. Да они каждый день умирают,люди. То там,то здесь. Ты хочешь сидеть дома целыми днями,да? И что? А в магазин ты не ходишь? А машина тебя собъёт! Что?! Постой,успокойся! Мы нормально,там абсолютно безопасная компания. Это нормально. У неё очень... ;гнев
16dec_D14_2;Вов, сегодня по радио говорили, что опять упал этот самолет. Вов, я завтра никуда не полечу, я всех вас прошу, чтобы мы остались дома и поехали куда-нибудь вон в подмосковье и там покатались с горки. Но нет, нет, нет, нет. Не, не, я, мы никуда не полетим. Там все люди убились, они все погибли, ты понимешь это? Каждый день. Они умирают каждый день, ты тоже хочешь умереть, я не хочу, я не хочу чтобы мы. Не дома. Нет, подожди, в это я хожу в магазин, машины, мы на земле, а это в воздухе, ты понимаешь? Умерли все люди, понимаешь все погибли люди. ;страх
16dec_D21_1;Я еду завтра! В Папуасию. Я В смысле ? К папуасам Да!Да!Да! Мы едем к папуасам?! Серьёзно?! Обалденно! Слушай, эта экскурсия это вообще супер, я не знаю ! Блин! Как круто! Да! ! Супер! А ты тоже…ты точно уверена что хочешь к папуасам? Ты…Супер. Ваще! Это классно ! ! ;радость
16dec_D21_2;Куда ты хотел попасть в Новой Зеландии? К папуасам хотел? В общем, Вов, мы попадем туда! Да мы попадем туда, мы сразу как только прилетим, мы поселимся в гостинице и сразу у нас в это же день будет экскурсия в это племя новых папуасов. Да. Ты рад? Круто, круто, круто. Да, да мы все туда попадаем.;радость
16dec_D22_1;Чего,  ? Мы завтра… Мы едем, мы едем завтра? Да, мы едем, куда мы? На Огненную Землю, да! На чём? На северных собаках! Боже, я же так хотел кататься на северных собаках . Это так прекрасно, это супер, нет, это просто . Как хорошо, да, блин. Блин, огненные собаки, Огненная Земля, северные зимние. А олени будут? Олени там будут? А! Олени, господи ! ;радость
16dec_D22_2;Вов, в общем, я купила билет на самолет! Мы завтра летим на Огненную Землю, на Огненную Землю и там будем кататься на северных собаках! Да! Да, я то как хотела! Ты рад? Господи, как я рада! Хорошо, что ты рад. Мы туда сразу прилетим, поселимся в гостинице и сразу пойдем к этим собакам. Господи, они такие классные! И олени будут, но самое главное — это северные собаки. Боже мой, я так хотела!;радость
16dec_D23_1;Чё. Да. Да. Чего, где? Да ладно, чё? Афигеннно просто. Ты серьезно? То есть, дом? Афигеть просто! Да это не важно вообще если там рядом океан, это так круто. Ты представляешь, как каждое утро просто можно выходить и встречать рассвет. Обалденно, слушай. Сколько там можно всего. Ваще круто. А там магазин рядом? ;радость
16dec_D23_2;В общем Вов, ты знаешь. Мы летим, всё нормально. Жить мы будем, я тебе сейчас скажу, не там где мы запланировали. Да. Я позвонила в нашу компанию и они сказали что есть возможность снять дом с видом на океан! Прямо Там. Подожди. В двухстах метров от океана уже! Да! Двухэтажный дом. Мы там будем жить ну три человека, примерно, на верху, три человека внизу. Каждое утро, да. Мы будем просыпаться и сразу вид открывается на этот безграничный, огромный океан. ;радость
16dec_D24_1;И че? Слушай, обалдеть! Ты серьезно сейчас говоришь об этом? Офигенно! Слушай, то есть там возле… вышел и сразу пошел по песку? Блин, офигеть! Слушай, я оттуда вообще уходить не буду. То есть можно вообще там просто, блин. Офигеть! На берегу океана... Слушай…А там что-то рядом есть? Что-то рядом есть? Или никого вообще? Вообще никого? Блин, офигеть!;радость
16dec_D24_2;Вов, в общем. Звонила я вчера в нашу туристическую компанию. Они сказали что есть возможность специально для нас, Снять дом прямо на берегу океана! В двухстах метрах от воды буквально. Да! Мы будем жить в этом большом достаточно большом доме прямо с видом на океан! Пальмы, песок. Да буквально вот выпрыгни из окна и уже ты в воде! Да! Мы две недели будем жить в доме на берегу океана! Да! ТЫ представляешь мы открываем. Ты утром просыпаешься, открываешь занавески и тут шум. Нет, ну может быть кто-то есть конечно. Какие-нибудь животные. ;радость
16dec_D31_1;Да. Привет. Все-таки не получится? Блин, а че? Почему? То есть. Я понял да. Можешь не рассказывать. Я понял да. Слушай ну я не знаю может как-то там. А никто не может остаться, вместо тебя? Хотя не, я понимаю. У тебя с таким состоянием лететь куда-то, конечно, да. Ну, ты не переживай. Как-то ну ;грусть
16dec_D31_2;Вов, привет. Слушай, в общем у меня такая новость. Я не полечу с вами. Ну, у меня, у бабушки совсем тяжелое состояние стало. В общем. Да. Да не, там даже.;грусть
16dec_D32_1;Слушай. Да, да ты что такое говоришь ! Серьёзно что ли? Блин… Да как же! Ну может всё-таки это ерунда и там… И там же говорили какие-то лекарства хорошее прописали из Германии, нет? Может нам всем не ехать…Может тебе нужна поддержка можем тоже отказаться и остаться если хочешь. Но как мы будем там веселиться и … ну если мы давно планировали. Так давай, можем перенести наверное…;грусть
16dec_D32_2;Вов, в общем, я все-таки не смогу поехать с вами, у меня завтра… Да, да. Сегодня позвонили, вот буквально утром позвонили из больницы и сказали, что бабушке стало еще хуже и в общем, мы все должны быть рядом с ней, потому что счет идет буквально на дни и … ну я должна быть просто здесь. Да, конечно, серьезно. Я, я очень хочу конечно поехать, но обстоятельства сильнее. Да нет, да какая там ерунда, ты че? Тут уже вряд ли что-то поможет. Тем более лекарства, поэтому мы должны быть просто рядом с ней, сейчас, в этот трудный момент. А в Зеландию… Да нет, Вов, Вов, нет, вы конечно летите, потому что ну мы давно это планировали все. Ну слетаете, а потому мы через года 2 еще раз… Да нет, Вов, Вов, Вы летите и все будет нормально. ;грусть
16dec_D33_1;Как так? Это очень печально слушай извини, конечно. Да не не не нужно, все понял, слушай ну как-то, да не, ну правда не переживай, я не знаю. Я , а может перенесем поездку я не слушай ну мы же так долго планировали и как бы без тебя это будет не тот праздник. Я я все понимаю, конечно, да . А как же ну там и лекарства, вроде были хорошими может . Ну да. Ну попрощайся с дедом и лети с нами .;грусть
16dec_D33_2;Вов, в общем, я все-таки не смогу полететь завтра в Новую Зеландию. Позвонили сегодня из больницы, деду стало еще хуже, чем было и мы всей семьей решили, что нам нужно остаться, побыть рядом с ним. Ну потому что у него там буквально на считанные дни… Я боюсь конечно об этом говорить. Да нет, вы че? Вы летите… Да я понимаю все, но я просто я должна остаться здесь. Просто должна быть здесь и все. Да и лекарства они уже не помогают, да даже дело не в этом. Да это вряд ли поможет, поэтому ;грусть
16dec_D41_1;Кать, привет. Слушай, я че то забегался, правда, я там должен был взять билеты, я сегодня звонил, я не знаю, что то никаких билетов нет. Да я понимаю, это моя вина. Нет билетов сейчас на самолет в эту дату. И в ближайшую неделю тоже, там все занято. Купили путевки, но… Я, я понимаю, но правда… я, я виноват, серьезно, я, я беру на себя вину. Бывает все в жизни, согласись. Ну. Я… Может быть так оно и есть. Да я как то потерялся. Да не ходил я по клубам. Да просто. Да нет. Я не то, чтобы я.;грусть
16dec_D41_2;Да, привет. Чего? Каких билетов нет? Ты с ума сошел? Мы эти путевки когда купили? А билеты, Вов, я тебе это поручила месяц назад! Если не больше. Вов, ты с ума сошел? Ты хоть понимаешь, что ты сейчас говоришь? Ты не купил билеты! Почему тебе ничего нельзя поручить? Ты думаешь только о себе! Чем ты занимался в это время? По клубам ходил? А куда еще ты? Может быть ты еще куда то съездил отдохнуть, а? Вова, ты прекрасно знаешь, что все наши отпуска подстроены именно под эту дату. Почему ты не взял эти билеты? Ты лентяй? Ты забыл? Ты не думаешь ни о ком, кроме себя. Ты эгоистичный!;гнев
16dec_D42_1;Кать, я не смог билеты купить, прости. Я, чет затянул и.Не было билетов. И на самом деле наверное не будет. Я не купил билеты. Я очень виноват. Я знаю, я очень виноват, признаю да. Я не знаю. Чем я занимался? Мне чертовски жаль. Я согласен, да. Кать. Катя прости меня, пожалуйста. Я очень виноват. Я очень виноват. Сильно. Я, я, я облажался.;грусть
16dec_D42_2;Чего?! Вов, ты больной? Какие? Ты не купил билеты?! Ты. Ты прекрасно знаешь, что все наши отпуска подстроены под эту дату. Ты чем занимался в это время? Вова, чем ты занимался в это время? Ты не мог, потратить своих каких-то там пол часа, чтобы доехать и купить эти гребаные билеты? Вова, тебе никогда ничего нельзя поручать, потому что ты безответственный маменькин сынок, ты понял это?! Почему ты не сделал этого?! У тебя было полно времени, ты не работаешь! ;гнев
16dec_D43_1;Кать, я очень виноват, я не смог купить билеты… я знаю, что я знаю, что… да…. Прости, пожалуйста. Ребята, ребята, извините меня, я.. Да я знаю… Я не знаю, я думал они будут. Ну почему… Я потратил ваши деньги. Да, я потратил ваши деньги. Я отдам вам деньги, ничего страшного... Прости меня...;грусть
16dec_D43_2; Я так и знала, а, ты посмотри. Я тебе это задание поручила еще полтора месяца назад. Вов, ты ничем не занимался. Вова, мы все торчим на работе с восьми до восьми вечера, у нас полно дел. Ты один свободный, ты на что потратил это время? Ты на что? Я еще не удивлюсь, если ты потратил наши деньги, которые мы тебе дали на билеты. Вова, ты безответственный маменькиный сынок. Тебе нужно пойти в армию, ты понял это? ;гнев
16dec_D51_1;Слушай, а что там? Ну, и что? А зачем? ;отвращение
16dec_D51_2;В Китае посмотрела передачу. В Китае ужасно противная еда. Ты открываешь эту лапшу вок, ты представляешь, ты её открываешь и там вместе с этой лапшой вот так вот вертится. Вот так вот. Вот так вот ползают эти червяки и люди это едят. Они не замечают этих червяков, берут эти палочки, кладут в рот, и там их разжевывают. А как готовятся эти блюда. Эти повара не моют руки перед приготовлением, они достают эту лапшу полуготовую, которая была приготовлена месяц назад и кладут их в блюда.;отвращение
16dec_D52_1; Фу И че? Ой Фу,слушай сейчас меня.. Слушай,меня тошнит уже,перестань пожалуйста,я тебя умоляю. ;отвращение
16dec_D52_2;В Китае такие блюда ужасные. Там червяки прямо в блюдах. Такие скользкие. У них такие зубы ещё торчат. Такие ужасные. Какие-то клешни. Они прямо лежат, в этой тарелке. И ты их берешь. Ты их не замечаешь. А какие они все противные. У них слизь, такая зеленая, противная слизь. И повара это не готовят. Это прям сырое кладют тебе на тарелку. И ты должен это… А другой еды нет. Там только улитки эти лямбли. Которые прямо в тарелке лежат. Откуда они вышли. Откуда они появились. Они такие длинные и сколькие. И их много. И кладут вместо лапши. Ты даже не почувствуешь разницы. ;отвращение
16dec_D53_1;Фу. Фу. Фу, какая гадость. ;отвращение
16dec_D53_2;Вов, в Китае подают ужасную, там кладут в тарелки живых лямблий, живых червяков, слизней, которые скользкие, они их вытаскивают прямо из канализации и кладут тебе в тарелку. Они их даже не моют, не готовят, да ладно готовить и ты все это ешь, а для китайцев это нормально. У них такие зубы скользкие, слюни текут, вот эти малюсенькие клешни, лямблии, они, ты их берешь, кладешь в рот и они там тебя целяют за щеки, за нёбо и они могу даже укусить твой язык, а ты это все жуешь, жуешь. ;отвращение
16dec_D61_1; Слушай, Кать. Там сейчас в Париже случился теракт и как-то я очень переживаю. Да, потому что да, именно. Вот именно, я тоже слышал про это. Слушай, я не знаю, да. Она вроде как поехала в Лувр. Она же не знает французского. Прямо в центре, по всем, там 8 терактов по всему городу. Представляешь? Я пытаюсь ей дозвонится, она не берет трубку, ты понимаешь? Я сейчас очень сильно волнуюсь. Я не знаю, она не знает французского, она как там вообще все это. Там такая паника показывают в городе просто. В город вели войска и… ;страх
16dec_D61_2;Чего? А, у нас же Света поехала туда, в Лувр. Она прям в центре там? А где случился теракт? А ты звонил ей? Конечно там паника, боже мой, неужели там… ;страх
16dec_D62_1;Ты слышала, случился теракт сейчас на улицах там везде стреяют. Да, Вика поехала в центр. Я очень, я, я не знаю. Не нужно никуда идти, ты что, подожди, там, там нужно. Не совершай каких-то, как ты пойдешь сейчас на улицу, там сейчас стреляют, черт возьми что там происходит. И что? A что ты предлагаешь? И что, ты хочешь что, выйти и, ты понимаешь, а ты сама попадешь в беду и кто тебя будет вытаскивать из ситуации? Там, она пытается спастись, я не знаю... ;страх
16dec_D62_2;Подожди, а туда же Вика поехала. А, и что нам делать? А вдруг, господи, что нам делать? Может нам туда стоит тоже сейчас поехать, а вдруг ее? А вдруг она попала под этот теракт? Подожди, а что нам, что нам делать? Мы не можем просто так сейчас сидеть. А что, нам просто так с тобой сейчас сидеть? А вдруг она там? Как, а как мы ее должны спасти. Подожди, мы должны ее спасти. Ну, она там одна а мы тут с тобой вдвоем. Нам все равно нужно туда поехать... ;страх
16dec_D63_1;Да, я знаю, да. Слушай, я не знаю, просто ну нужно наверно подождать, я, ух, черт. Да, давай просто подождем, я тебя очень прошу, да нужно подождать, там полиция запретила выходить на улицу. Я. Ничего не случится, с ней все будет впорядке, я уверен, что сейчас нельзя выходить, там очень много народу, куча людей. Какое такси? Сейчас такси не работает, такси не работает, понимаешь... ;страх
16dec_D63_2;Вов, случился теракт, прям в центре а у нас туда Дашка поехала. Чего нам делать то? Нам что делать?, Дашка, она же не, не языка не знает, она плохо ориентируется в местности. И у нее какая-то пространственная, ну, она не разбирается в пространстве. Нам нужно чего-то сделать, нам нужно что-то сделать, господи бедная Дашка, господи пожалуйста только бы с ней ничего не случилось, пожалуйста. Давай сюда поедем, я тебя умоляю, берем такси и садимся. Вова!, берем такси и едем туда, Вова!, нам нельзя просто так сидеть тут.;страх
16dec_D64_1;Я не знаю, что делать, я правда не знаю. Я очень волнуюсь. Да, я не знаю, она сама ушла, она же старше меня на 10 лет. Давай поедем. Я не смогу, я не знаю номер такси, ничего, у меня, да. Блин, черт, черт,черт, черт,черт, черт,черт, черт, я не знаю, не знаю, не знаю, не знаю..... ;страх
16dec_D64_2;Вов, я узнала там случился теракт прям в центре Парижа. Вов, туда поехала наша Дашка. Вова, а если она попала туда? Что нам делать? Господи, Даша, она же так, она же не ориентируется в пространстве, она языка не знает. Ты как ее смог отпустить вообще одну? Господи, только бы ничего не случилось. И чего нам делать? Давай возьмем такси и поедем, а? Блин, она такая тонкая, она худенькая, ее же, ее легко могут снести, она же ничего не понимает, она совсем еще малышка, она ребенок еще, как мы могли ее отпустить, а? Вова, пожалуйста, давай сядем и поедем, я не хочу здесь просто сидеть, это..... ;страх
16dec_D71_1;Катя что-ли? Да я как-бы тут со всеми. Да! А ты тоже? Я не знаю, я как-то шёл и ... Да! Блин. Я. Ничего себе! Ты вообще как-то. Да, да но ... Да, я. Отчислили за ... Да? Ничего себе! А! Ну. ;удивление
16dec_D71_2;Вова? Ты чего тут делаешь? Да, Катя. Ты чего тут делаешь? Ты живешь здесь?А как, подожди, как мы здесь, как мы здесь оказались. Нет, я отдыхаю. Ты здесь живешь? Подожди, Вовка, ты Вовка из 8б? Ту же ушел у нас в 8б. А, Вовка, да ладно? Ты теперь здесь, слушай как ты изменился, ты так похудел, ты ж, а где твои щеки? Подожди, где твои огромные щеки?, ты вообще другой человек. ;удивление
16dec_D73_1;Ты, это ты,Катя что ли? Ничего себе! Да это, а ты, ничего себе, да, я здесь на мопеде езжу, катаюсь каждый день! Да я ту...! Ничего себе, какая ты маленькая была!? Да! Да я ты... Ничего себе какие, какие упругие, и вообще я...;удивление
16dec_D73_2; Вова? Да. Вовка ты что ли? Подожди, а ты чего тут делаешь? Ты как тут оказался? Подожди ты тут живешь!? Подожди, Вовка это ты!? Ты же ушел у нас в восьмом классе!? Ты отрезал волосы!? Господи! Где твои Дреды! Я в шоке! Ты так изменился! Ты че бизнесом стал заниматься? Боже ты прекрасно выгладишь, какая физическая форма, ты подкачался! Боже мой... Вов слушай, а ты замужем?;удивление
16dec_K11_1;Подожди мы что застряли что ли? Здесь? Да я не волнуюсь... Подождите я... Должен же кто-то наверное узнать да о нас, что мы застряли здесь. У меня тоже нет телефона... Я... Да нет ничего я... Просто надо, надо наверное кого-то позвать. Я очень. Просто я. Я, я не могу дышать. Мне тяжело подождите, не подходите ко мне, не двигайтесь пожалуйста не шевелитесь!;страх
16dec_K11_2;Да, Владимир Игоревич, только... успокойтесь. Щас, сейчас нас вытащат. Да. Я попробую позвонить, а у меня телефон остался в офисе. Что, что с вами? Вы не волнуйтесь. Там уже знают, что мы застряли. Вы не волнуйтесь! Владимир Игоревич, пожалуйста, что с вами? Чем я могу помочь!? Вам подуть? . Владимир Игоревич.;страх
16dec_K12_1;Слушай что происходит? Я не понимаю почему он не едет? Подождите мы должны, мы должны как-то сказать им, чтобы они нас, что мы здесь? Откуда они знают? Да тут не работает кнопка. Мне очень непонятно! Я не знаю мне тяжело... Подождите ничего не делайте, я вас очень прошу, не подходите ко мне! Люди! Люди! Я не могу...;страх
16dec_K12_2; Владимир Игоревич, вы только успокойтесь! Они уже все знают, они уже знают, что застрял лифт, нас скоро уже вытащат! Что с вами? Чем я могу вам помочь? Вам подуть? Давайте подую. Господи, что делать, Владимир Игоревич, пожалуйста держитесь, щас нас достанут. Владимир Игоревич! Что с вами делать, не кричите! А помогите.;страх
16dec_K13_1;Мы что застряли, да получается? Да нет я не волнуюсь, ничего Екатерина Владимировна, Андревна извините я... Но надо сказать что мы здесь, чтобы они узнали да? Да, они знают? Все хорошо, я просто, я не могу. Да я нет все хорошо, что вы! Я не волнуюсь, просто стены они как будто сужаются! Я не знаю, что? Давайте помолчите я вас очень прошу. Только помолчите. Не надо не говорите ничего! Я вас очень прошу! Вот и молчите, пожалуйста! Я...;страх
16dec_K13_2;Да застряли, только успокойтесь. Угу. Мы уже сказали, да. Вы только дышите не волнуйтесь, не волнуйтесь. Вы побледнели. Вы побледнели, пожалуйста успокойтесь, не бойтесь ничего. Я молчу.;страх
16dec_K14_1;Мы что застряли в лифте, да? Он не поедет что ли? Нет, но, а как он поедет? Если никто не знает, что мы здесь. Я... Боже мой, мне как-то плохо. Я не знаю, мне плохо, плохо как-то. Что-же будет, а если он сорвется? Я не знаю, что происходит, он как будто как будто сжимается все это дело, мне плохо, мне страшно. Подождите я никогда не хотел оказаться здесь в этой ситуации. Он не поедет, он просто... мы останемся здесь, очень долго. Я не ел ничего пять дней.;страх
16dec_K14_2;Нет он обязательно поедет. Да они уже все знают, что застрял лифт, что мы тут с вами сидим. Что? Вам плохо? Почему вы бледный? Пожалуйста дышите, успокойтесь. Успокойтесь, ради бога. Владимир Игоревич... Конечно вы не хотели. Главное успокоится. Не бойтесь вы не один! Вы не один. Вы не один.;страх
16dec_K21_1;Мы много работали вместе с моим одним товарищем, прошли весь путь от уборщика до главного менеджера, он был моим заместителем и сейчас он уехал в другой город, я, я не знаю, как без рук вот просто без него. Да, конечно. Да и вообще как бы мы шли вместе, я не знаю теперь что делать как бы. Нет, не подумайте, у нас не было никаких отношений в этом плане. Не, не, не подумайте. Просто, да он и остается хорошим человеком, мы можем созваниваться, к сожалению. Да, но я не знаю, что. Как-то знаете, вот прям вот тоскливо что, как-то знаете как будто руки нет. Она оторвана. Я потерян, я не знаю, я. ;грусть
16dec_K21_2;Угу. Угу. Да, он конечно помогал, даже мне помогал однажды. Да нет, я ничего не думаю, он, действительно, был хорошим человеком. Всегда мог Он всегда мог занять денег, сколько нужно. Да. Да, это, как будто, потеря какая-то человека. Ну, это, действительно, если ты привязан к нему.;грусть
16dec_K23_1;Ой, да. Я не знаю, как это - бороться с этой грустью. Как это вот. Мы вместе работали столько лет. И он ушел. Ушел то и... По глупости как-то, знаете, всё получилось. Просто Да, совершенно верно. Да я как-то знаете, вот я, я сейчас как-будто без рук оказался. Ко мне приходят другие люди, и я с ними не могу работать. Совершенно никак. Как-то всё прям... Да я понимаю, что, вот, нужно просто. Нужно просто принять, и это пройдет, но... Но сейчас оно как-то, знаете, вот здесь вот. Столько лет, столько лет вместе, и, вообще, не знаю. ;грусть
16dec_K23_2;Угу. Да, жалко, что такие ценные сотрудники уходят. Но, возможно, ему там будет лучше. Угу, он всегда мог заменить тебя на рабочем месте, если куда-то нужно было уйти. Конечно, пройдёт. Таких людей мало. Таких людей мало, как он. Очень ценные советы давал.;грусть
16dec_K24_1;"Да, как-то вот так получилось, он взял, уволился и уехал в эту Вологду, а что он там будет валенки шить с таким-то образованием? Я не знаю, как вот. Я звоню ему, говорю: ""Серёга, возвращайся, зачем тебе это все."" А он, вот, как ничего не слышит, влюбился и уехал, вот, не понятно. А она что, да господи. Это потрясающе, просто потрясающе. И сколько, сколько дел мы с ним... Сколько на него можно было возложить. Я, знаете, я, вообще, мог не работать в его присутствии. Да, это я всё помню. Я помню, да. Да, ужасно, я не знаю, я прямо, вот, вот сам не свой. Вот, потерянный. Ужас, сколько дней, знаете.";грусть
